,awayscore,away,homescore,date,home,div,tourney
1973,2,Throws of Passion,11,8/6/2016,Distelfink,Mixed,Philly Open 2016
1976,5,Throws of Passion,9,8/6/2016,Jughandle,Mixed,Philly Open 2016
1977,7,Sabotage,10,8/6/2016,Distelfink,Mixed,Philly Open 2016
1978,4,Sabotage,11,8/7/2016,Jughandle,Mixed,Philly Open 2016
1980,3,Norfolkin' Around,11,8/7/2016,Throws of Passion,Mixed,Philly Open 2016
1982,8,Distelfink,9,8/7/2016,Jughandle,Mixed,Philly Open 2016
1983,7,Norfolkin' Around,11,8/7/2016,Sabotage,Mixed,Philly Open 2016
1985,2,Lord Fairfax,10,8/6/2016,Legion,Mixed,Philly Open 2016
1987,2,Stormborn,11,8/6/2016,Legion,Mixed,Philly Open 2016
1988,6,Stormborn,9,8/6/2016,Lord Fairfax,Mixed,Philly Open 2016
2011,11,The Bandits,6,8/6/2016,8 Bit Heroes,Mixed,Philly Open 2016
2014,6,The Bandits,8,8/6/2016,MxD,Mixed,Philly Open 2016
2018,7,8 Bit Heroes,9,8/7/2016,MxD,Mixed,Philly Open 2016
2020,11,The Bandits,9,8/7/2016,Legion,Mixed,Philly Open 2016
2021,11,MxD,3,8/7/2016,Lord Fairfax,Mixed,Philly Open 2016
2042,7,The Bandits,11,8/7/2016,Jughandle,Mixed,Philly Open 2016
2044,8,Lord Fairfax,11,8/7/2016,Legion,Mixed,Philly Open 2016
2045,8,Distelfink,11,8/7/2016,Powermove,Mixed,Philly Open 2016
2048,7,Sabotage,8,8/7/2016,Buffalo Lake Effect,Mixed,Philly Open 2016
2051,7,Throws of Passion,4,8/7/2016,BITMAP,Mixed,Philly Open 2016
2304,8,Bird,13,7/30/2016,NOISE,Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
2305,9,Bird,13,7/30/2016,Steamboat,Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
2307,7,NOISE,13,7/30/2016,Steamboat,Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
2309,9,Ambiguous Grey,10,7/30/2016,Blackbird,Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
2312,9,Ambiguous Grey,13,7/30/2016,Love Tractor,Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
2313,13,Love Tractor,8,7/30/2016,Blackbird,Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
2318,10,Wild Card,8,7/30/2016,The Chad Larson Experience,Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
2327,13,Love Tractor,10,7/31/2016,Metro North,Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
2328,8,Blackbird,13,7/31/2016,Metro North,Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
2329,6,Steamboat,13,7/31/2016,Love Tractor,Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
2330,11,Ambiguous Grey,12,7/31/2016,Metro North,Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
2331,13,Blackbird,12,7/31/2016,Wild Card,Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
2333,13,The Chad Larson Experience,14,7/31/2016,Steamboat,Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
2334,13,Ambiguous Grey,7,7/30/2016,NOISE,Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
2338,13,Steamboat,7,7/31/2016,Blackbird,Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
2340,7,Wild Card,11,7/31/2016,Ambiguous Grey,Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
2342,13,The Chad Larson Experience,7,7/31/2016,Wild Card,Mixed,TCT Pro-Elite Challenge 2016 (Colorado Cup)
2421,6,Buffalo Lake Effect,15,7/30/2016,UNION,Mixed,Mixed Signals 2016
2423,11,North Coast,7,7/30/2016,Moonshine,Mixed,Motown Throwdown 2016
2424,7,Jabba the Huck,13,7/30/2016,Mishigami,Mixed,Motown Throwdown 2016
2425,10,ELevate,13,7/30/2016,Liquid Hustle,Mixed,Motown Throwdown 2016
2426,3,Jabba the Huck,13,7/30/2016,Liquid Hustle,Mixed,Motown Throwdown 2016
2427,3,North Coast,13,7/30/2016,Tequila Mockingbird,Mixed,Motown Throwdown 2016
2428,9,ELevate,13,7/30/2016,Mishigami,Mixed,Motown Throwdown 2016
2429,9,Tequila Mockingbird,8,7/30/2016,Liquid Hustle,Mixed,Motown Throwdown 2016
2430,12,ELevate,4,7/30/2016,Moonshine,Mixed,Motown Throwdown 2016
2431,3,North Coast,11,7/30/2016,Mishigami,Mixed,Motown Throwdown 2016
2432,7,ELevate,12,7/30/2016,Tequila Mockingbird,Mixed,Motown Throwdown 2016
2433,8,Moonshine,13,7/30/2016,Liquid Hustle,Mixed,Motown Throwdown 2016
2434,11,North Coast,7,7/30/2016,Jabba the Huck,Mixed,Motown Throwdown 2016
2435,4,Mishigami,12,7/30/2016,Tequila Mockingbird,Mixed,Motown Throwdown 2016
2436,6,Moonshine,9,7/30/2016,Jabba the Huck,Mixed,Motown Throwdown 2016
2437,9,ELevate,5,7/30/2016,North Coast,Mixed,Motown Throwdown 2016
2438,6,Mishigami,10,7/31/2016,Liquid Hustle,Mixed,Motown Throwdown 2016
2439,6,Moonshine,13,7/31/2016,Tequila Mockingbird,Mixed,Motown Throwdown 2016
2440,11,ELevate,12,7/31/2016,Jabba the Huck,Mixed,Motown Throwdown 2016
2441,6,North Coast,13,7/31/2016,Liquid Hustle,Mixed,Motown Throwdown 2016
2442,2,Jabba the Huck,13,7/31/2016,Tequila Mockingbird,Mixed,Motown Throwdown 2016
2443,5,Moonshine,13,7/31/2016,Mishigami,Mixed,Motown Throwdown 2016
2444,14,Los  Heros,6,7/30/2016,Liquid Hustle B,Mixed,Motown Throwdown 2016
2445,13,Toast,11,7/30/2016,Boomtown Pandas,Mixed,Motown Throwdown 2016
2446,5,Goosebumps and Hucks,13,7/30/2016,Dream Killas,Mixed,Motown Throwdown 2016
2447,8,Toast,12,7/30/2016,Dream Killas,Mixed,Motown Throwdown 2016
2448,6,Los  Heros,13,7/30/2016,Columbus Cocktails,Mixed,Motown Throwdown 2016
2449,3,Goosebumps and Hucks,13,7/30/2016,Boomtown Pandas,Mixed,Motown Throwdown 2016
2450,10,Columbus Cocktails,13,7/30/2016,Dream Killas,Mixed,Motown Throwdown 2016
2451,7,Goosebumps and Hucks,11,7/30/2016,Liquid Hustle B,Mixed,Motown Throwdown 2016
2452,8,Los  Heros,9,7/30/2016,Boomtown Pandas,Mixed,Motown Throwdown 2016
2453,3,Goosebumps and Hucks,13,7/30/2016,Columbus Cocktails,Mixed,Motown Throwdown 2016
2454,10,Los  Heros,11,7/30/2016,Toast,Mixed,Motown Throwdown 2016
2455,9,Liquid Hustle B,12,7/30/2016,Dream Killas,Mixed,Motown Throwdown 2016
2456,7,Boomtown Pandas,10,7/30/2016,Columbus Cocktails,Mixed,Motown Throwdown 2016
2457,9,Liquid Hustle B,8,7/30/2016,Toast,Mixed,Motown Throwdown 2016
2458,3,Goosebumps and Hucks,9,7/30/2016,Los  Heros,Mixed,Motown Throwdown 2016
2459,9,Boomtown Pandas,13,7/31/2016,Dream Killas,Mixed,Motown Throwdown 2016
2460,5,Liquid Hustle B,13,7/31/2016,Columbus Cocktails,Mixed,Motown Throwdown 2016
2461,5,Goosebumps and Hucks,12,7/31/2016,Toast,Mixed,Motown Throwdown 2016
2462,3,Los  Heros,13,7/31/2016,Dream Killas,Mixed,Motown Throwdown 2016
2463,5,Toast,13,7/31/2016,Columbus Cocktails,Mixed,Motown Throwdown 2016
2464,7,Liquid Hustle B,13,7/31/2016,Boomtown Pandas,Mixed,Motown Throwdown 2016
2465,7,Dream Killas,13,7/31/2016,Columbus Cocktails,Mixed,Motown Throwdown 2016
2466,10,Columbus Cocktails,9,7/31/2016,Tequila Mockingbird,Mixed,Motown Throwdown 2016
2467,13,Dream Killas,11,7/31/2016,Liquid Hustle,Mixed,Motown Throwdown 2016
2468,12,Liquid Hustle,10,7/31/2016,Tequila Mockingbird,Mixed,Motown Throwdown 2016
2469,9,ELevate,13,7/31/2016,Boomtown Pandas,Mixed,Motown Throwdown 2016
2470,12,Boomtown Pandas,10,7/31/2016,Mishigami,Mixed,Motown Throwdown 2016
2471,6,Toast,13,7/31/2016,ELevate,Mixed,Motown Throwdown 2016
2472,14,Toast,11,7/31/2016,Mishigami,Mixed,Motown Throwdown 2016
2473,12,Los  Heros,11,7/31/2016,Liquid Hustle B,Mixed,Motown Throwdown 2016
2474,12,Liquid Hustle B,9,7/31/2016,North Coast,Mixed,Motown Throwdown 2016
2475,9,Los  Heros,8,7/31/2016,Jabba the Huck,Mixed,Motown Throwdown 2016
2476,9,Jabba the Huck,10,7/31/2016,North Coast,Mixed,Motown Throwdown 2016
2477,0,Goosebumps and Hucks,1,7/31/2016,Moonshine,Mixed,Motown Throwdown 2016
2595,5,LoveShack,13,7/23/2016,G-Unit,Mixed,Club Terminus
2598,5,LoveShack,13,7/23/2016,Swing State,Mixed,Club Terminus
2599,13,Swing State,8,7/23/2016,G-Unit,Mixed,Club Terminus
2601,11,Jolly Roger,10,7/23/2016,Jared Lorenzen Project,Mixed,Club Terminus
2602,9,Trash Pandas,10,7/23/2016,Pluff Mud Panic,Mixed,Club Terminus
2603,10,Trash Pandas,6,7/23/2016,Jared Lorenzen Project,Mixed,Club Terminus
2604,9,Jolly Roger,12,7/23/2016,Pluff Mud Panic,Mixed,Club Terminus
2605,13,Pluff Mud Panic,4,7/23/2016,Jared Lorenzen Project,Mixed,Club Terminus
2606,6,Trash Pandas,11,7/23/2016,Jolly Roger,Mixed,Club Terminus
2607,8,Pluff Mud Panic,13,7/23/2016,Swing State,Mixed,Club Terminus
2608,5,Jolly Roger,13,7/23/2016,G-Unit,Mixed,Club Terminus
2609,9,Trash Pandas,13,7/23/2016,LoveShack,Mixed,Club Terminus
2611,6,Pluff Mud Panic,8,7/24/2016,Jared Lorenzen Project,Mixed,Club Terminus
2612,11,LoveShack,13,7/24/2016,Jared Lorenzen Project,Mixed,Club Terminus
2613,12,Pluff Mud Panic,8,7/24/2016,G-Unit,Mixed,Club Terminus
2614,11,Jared Lorenzen Project,10,7/24/2016,Swing State,Mixed,Club Terminus
2615,12,LoveShack,10,7/24/2016,Jolly Roger,Mixed,Club Terminus
2616,6,Trash Pandas,13,7/24/2016,G-Unit,Mixed,Club Terminus
2618,9,G-Unit,13,7/24/2016,LoveShack,Mixed,Club Terminus
2619,6,Trash Pandas,13,7/24/2016,Swing State,Mixed,Club Terminus
2620,5,Jolly Roger,13,7/24/2016,Swing State,Mixed,Club Terminus
2757,9,Mad Udderburn,12,7/23/2016,No Touching,Mixed,MN Ultimate Disc Invitational 2016
2759,3,Coalition Ultimate,13,7/23/2016,Drag'n Thrust,Mixed,MN Ultimate Disc Invitational 2016
2762,2,Wingdings,13,7/23/2016,Drag'n Thrust,Mixed,MN Ultimate Disc Invitational 2016
2764,8,Coalition Ultimate,9,7/23/2016,Mad Udderburn,Mixed,MN Ultimate Disc Invitational 2016
2765,13,Wingdings,9,7/23/2016,No Touching,Mixed,MN Ultimate Disc Invitational 2016
2767,4,No Touching,12,7/23/2016,Drag'n Thrust,Mixed,MN Ultimate Disc Invitational 2016
2769,9,Coalition Ultimate,11,7/23/2016,No Touching,Mixed,MN Ultimate Disc Invitational 2016
2772,7,Coalition Ultimate,10,7/24/2016,Wingdings,Mixed,MN Ultimate Disc Invitational 2016
2773,5,Mad Udderburn,13,7/24/2016,Drag'n Thrust,Mixed,MN Ultimate Disc Invitational 2016
2777,5,Wingdings,13,7/24/2016,Mad Udderburn,Mixed,MN Ultimate Disc Invitational 2016
2780,12,Mastodon,13,7/23/2016,Des Moines Metro,Mixed,MN Ultimate Disc Invitational 2016
2781,3,Mastodon,13,7/23/2016,Minnesota Star Power,Mixed,MN Ultimate Disc Invitational 2016
2783,12,Mojo Jojo,9,7/23/2016,Des Moines Metro,Mixed,MN Ultimate Disc Invitational 2016
2784,13,Minnesota Star Power,3,7/23/2016,Des Moines Metro,Mixed,MN Ultimate Disc Invitational 2016
2791,8,Mojo Jojo,12,7/23/2016,Minnesota Star Power,Mixed,MN Ultimate Disc Invitational 2016
2793,8,Mastodon,9,7/24/2016,Mojo Jojo,Mixed,MN Ultimate Disc Invitational 2016
2799,8,Minnesota Star Power,12,7/24/2016,Drag'n Thrust,Mixed,MN Ultimate Disc Invitational 2016
2801,12,Minnesota Star Power,8,7/24/2016,Mad Udderburn,Mixed,MN Ultimate Disc Invitational 2016
2805,9,Mojo Jojo,11,7/24/2016,Wingdings,Mixed,MN Ultimate Disc Invitational 2016
2806,9,Des Moines Metro,10,7/24/2016,Mojo Jojo,Mixed,MN Ultimate Disc Invitational 2016
2807,10,Coalition Ultimate,6,7/24/2016,No Touching,Mixed,MN Ultimate Disc Invitational 2016
2808,7,Mastodon,9,7/24/2016,No Touching,Mixed,MN Ultimate Disc Invitational 2016
2849,3,Murmur,13,7/23/2016,Charlotte Storm,Mixed,The Chillout 2016 Club Tournament
2852,7,Boxcar,13,7/23/2016,Charlotte Storm,Mixed,The Chillout 2016 Club Tournament
2860,12,Boxcar,11,7/24/2016,Murmur,Mixed,The Chillout 2016 Club Tournament
2863,12,Swamp Rabbit,14,7/23/2016,Carolina Reign,Mixed,The Chillout 2016 Club Tournament
2865,6,Carolina Reign,13,7/23/2016,Toro,Mixed,The Chillout 2016 Club Tournament
2868,8,Swamp Rabbit,13,7/23/2016,Toro,Mixed,The Chillout 2016 Club Tournament
2877,5,Toro,13,7/24/2016,Charlotte Storm,Mixed,The Chillout 2016 Club Tournament
2878,4,Boxcar,13,7/24/2016,Charlotte Storm,Mixed,The Chillout 2016 Club Tournament
2881,13,Boxcar,9,7/24/2016,Carolina Reign,Mixed,The Chillout 2016 Club Tournament
2883,10,Murmur,13,7/24/2016,Toro,Mixed,The Chillout 2016 Club Tournament
2885,13,Swamp Rabbit,3,7/24/2016,Carolina Reign,Mixed,The Chillout 2016 Club Tournament
2887,13,Swamp Rabbit,7,7/24/2016,Murmur,Mixed,The Chillout 2016 Club Tournament
2935,10,Liquid Hustle,6,7/23/2016,Thoroughbred,Mixed,Heavyweights 2016
2936,5,Tequila Mockingbird,8,7/23/2016,Prion,Mixed,Heavyweights 2016
2937,10,Prion,7,7/23/2016,Thoroughbred,Mixed,Heavyweights 2016
2938,7,Tequila Mockingbird,10,7/23/2016,panIC,Mixed,Heavyweights 2016
2939,11,Liquid Hustle,5,7/23/2016,Tequila Mockingbird,Mixed,Heavyweights 2016
2940,8,Prion,10,7/23/2016,panIC,Mixed,Heavyweights 2016
2941,5,Tequila Mockingbird,6,7/23/2016,Thoroughbred,Mixed,Heavyweights 2016
2942,2,Liquid Hustle,4,7/23/2016,panIC,Mixed,Heavyweights 2016
2943,0,panIC,11,7/24/2016,Thoroughbred,Mixed,Heavyweights 2016
2944,7,Liquid Hustle,8,7/24/2016,Prion,Mixed,Heavyweights 2016
2946,3,Jabba the Huck,11,7/23/2016,Chalice,Mixed,Heavyweights 2016
2947,6,Chalice,10,7/23/2016,Dream Killas,Mixed,Heavyweights 2016
2948,3,Jabba the Huck,11,7/23/2016,The Abusement Park,Mixed,Heavyweights 2016
2950,11,Chalice,6,7/23/2016,The Abusement Park,Mixed,Heavyweights 2016
2951,3,Jabba the Huck,5,7/23/2016,Dream Killas,Mixed,Heavyweights 2016
2953,1,The Abusement Park,11,7/24/2016,Dream Killas,Mixed,Heavyweights 2016
2955,5,Toast,11,7/23/2016,Boomtown Pandas,Mixed,Heavyweights 2016
2956,6,Liquid Hustle B,11,7/23/2016,Goose Lee,Mixed,Heavyweights 2016
2957,11,Goose Lee,4,7/23/2016,Boomtown Pandas,Mixed,Heavyweights 2016
2958,5,Liquid Hustle B,9,7/23/2016,Mishigami,Mixed,Heavyweights 2016
2959,12,Toast,6,7/23/2016,Liquid Hustle B,Mixed,Heavyweights 2016
2960,9,Goose Lee,6,7/23/2016,Mishigami,Mixed,Heavyweights 2016
2961,1,Liquid Hustle B,5,7/23/2016,Boomtown Pandas,Mixed,Heavyweights 2016
2962,2,Toast,1,7/23/2016,Mishigami,Mixed,Heavyweights 2016
2963,5,Mishigami,10,7/24/2016,Boomtown Pandas,Mixed,Heavyweights 2016
2964,8,Toast,10,7/24/2016,Goose Lee,Mixed,Heavyweights 2016
2965,4,Skyhawks,11,7/23/2016,tHUMP,Mixed,Heavyweights 2016
2966,13,Stackcats,7,7/23/2016,Doppler Effect,Mixed,Heavyweights 2016
2967,3,Doppler Effect,11,7/23/2016,tHUMP,Mixed,Heavyweights 2016
2968,9,Stackcats,13,7/23/2016,Shakedown,Mixed,Heavyweights 2016
2969,9,Skyhawks,5,7/23/2016,Stackcats,Mixed,Heavyweights 2016
2970,3,Doppler Effect,13,7/23/2016,Shakedown,Mixed,Heavyweights 2016
2971,3,Stackcats,6,7/23/2016,tHUMP,Mixed,Heavyweights 2016
2972,2,Skyhawks,3,7/23/2016,Shakedown,Mixed,Heavyweights 2016
2973,4,Shakedown,11,7/24/2016,tHUMP,Mixed,Heavyweights 2016
2974,8,Skyhawks,5,7/24/2016,Doppler Effect,Mixed,Heavyweights 2016
2975,1,Prion,0,7/24/2016,panIC,Mixed,Heavyweights 2016
2976,9,Thoroughbred,10,7/24/2016,panIC,Mixed,Heavyweights 2016
2977,7,Liquid Hustle,11,7/24/2016,Prion,Mixed,Heavyweights 2016
2978,9,tHUMP,10,7/24/2016,panIC,Mixed,Heavyweights 2016
2979,8,Chalice,11,7/24/2016,Prion,Mixed,Heavyweights 2016
2980,5,Dream Killas,13,7/24/2016,Liquid Hustle,Mixed,Heavyweights 2016
2981,5,Tequila Mockingbird,10,7/24/2016,Thoroughbred,Mixed,Heavyweights 2016
2982,10,Boomtown Pandas,11,7/24/2016,tHUMP,Mixed,Heavyweights 2016
2983,13,Chalice,7,7/24/2016,Goose Lee,Mixed,Heavyweights 2016
2984,5,Shakedown,13,7/24/2016,Dream Killas,Mixed,Heavyweights 2016
2985,8,The Abusement Park,11,7/24/2016,Tequila Mockingbird,Mixed,Heavyweights 2016
2986,10,Liquid Hustle,6,7/24/2016,Thoroughbred,Mixed,Heavyweights 2016
2987,5,Dream Killas,3,7/24/2016,tHUMP,Mixed,Heavyweights 2016
2988,6,Tequila Mockingbird,8,7/24/2016,tHUMP,Mixed,Heavyweights 2016
2989,10,Dream Killas,7,7/24/2016,Chalice,Mixed,Heavyweights 2016
2990,5,Chalice,11,7/24/2016,Tequila Mockingbird,Mixed,Heavyweights 2016
2991,10,Shakedown,9,7/24/2016,Boomtown Pandas,Mixed,Heavyweights 2016
2992,7,The Abusement Park,9,7/24/2016,Boomtown Pandas,Mixed,Heavyweights 2016
2993,10,Shakedown,9,7/24/2016,Goose Lee,Mixed,Heavyweights 2016
2994,1,Goose Lee,0,7/24/2016,The Abusement Park,Mixed,Heavyweights 2016
2995,8,Mishigami,3,7/24/2016,Toast,Mixed,Heavyweights 2016
2996,7,Stackcats,10,7/24/2016,Toast,Mixed,Heavyweights 2016
2997,13,Mishigami,9,7/24/2016,Skyhawks,Mixed,Heavyweights 2016
2998,4,Doppler Effect,12,7/24/2016,Toast,Mixed,Heavyweights 2016
2999,7,Jabba the Huck,12,7/24/2016,Stackcats,Mixed,Heavyweights 2016
3000,5,Liquid Hustle B,11,7/24/2016,Skyhawks,Mixed,Heavyweights 2016
3002,6,Stackcats,8,7/24/2016,Skyhawks,Mixed,Heavyweights 2016
3004,9,Jabba the Huck,3,7/24/2016,Doppler Effect,Mixed,Heavyweights 2016
3006,0,Doppler Effect,1,7/24/2016,Liquid Hustle B,Mixed,Heavyweights 2016
3094,8,Birdfruit,13,7/23/2016,Seattle Mixtape,Mixed,Northwest Mixed Cup 2016
3212,3,k0d,11,7/16/2016,Orlando Friends,Mixed,Swan Boat 2016
3213,11,Swing State,7,7/16/2016,KOD,Mixed,Swan Boat 2016
3214,10,Jolly Roger,11,7/16/2016,The Hucking Dead,Mixed,Swan Boat 2016
3215,4,The Hucking Dead,11,7/16/2016,Orlando Friends,Mixed,Swan Boat 2016
3217,2,k0d,11,7/16/2016,Swing State,Mixed,Swan Boat 2016
3218,11,KOD,12,7/16/2016,Orlando Friends,Mixed,Swan Boat 2016
3220,9,Jolly Roger,11,7/16/2016,Swing State,Mixed,Swan Boat 2016
3222,8,k0d,11,7/16/2016,Jolly Roger,Mixed,Swan Boat 2016
3223,5,The Hucking Dead,11,7/16/2016,Swing State,Mixed,Swan Boat 2016
3224,4,k0d,11,7/16/2016,KOD,Mixed,Swan Boat 2016
3227,6,Swing State,11,7/17/2016,Orlando Friends,Mixed,Swan Boat 2016
3228,10,k0d,11,7/17/2016,The Hucking Dead,Mixed,Swan Boat 2016
3229,7,Jolly Roger,11,7/17/2016,KOD,Mixed,Swan Boat 2016
3231,6,Jolly Roger,11,7/17/2016,Orlando Friends,Mixed,Swan Boat 2016
3232,10,The Hucking Dead,15,7/17/2016,KOD,Mixed,Swan Boat 2016
3233,12,Swing State,13,7/17/2016,Orlando Friends,Mixed,Swan Boat 2016
3319,8,Risky Business,10,6/25/2016,tHUMP,Mixed,Texas 2 Finger 2016
3351,7,Risky Business,15,6/26/2016,tHUMP,Mixed,Texas 2 Finger 2016
3607,1,k0d,13,6/18/2016,Bucket,Mixed,ATL Classic 2016
3608,13,Orlando Friends,7,6/18/2016,LoveShack,Mixed,ATL Classic 2016
3609,3,LoveShack,13,6/18/2016,Bucket,Mixed,ATL Classic 2016
3610,6,Orlando Friends,8,6/18/2016,G-Unit,Mixed,ATL Classic 2016
3611,4,k0d,13,6/18/2016,Orlando Friends,Mixed,ATL Classic 2016
3612,7,LoveShack,13,6/18/2016,G-Unit,Mixed,ATL Classic 2016
3613,3,Orlando Friends,13,6/18/2016,Bucket,Mixed,ATL Classic 2016
3614,1,k0d,13,6/18/2016,G-Unit,Mixed,ATL Classic 2016
3615,12,G-Unit,13,6/18/2016,Bucket,Mixed,ATL Classic 2016
3616,2,k0d,13,6/18/2016,LoveShack,Mixed,ATL Classic 2016
3618,7,Trash Pandas,13,6/18/2016,Murmur,Mixed,ATL Classic 2016
3619,7,Murmur,13,6/18/2016,Swing State,Mixed,ATL Classic 2016
3620,8,Trash Pandas,13,6/18/2016,KOD,Mixed,ATL Classic 2016
3622,2,Murmur,13,6/18/2016,KOD,Mixed,ATL Classic 2016
3623,7,Trash Pandas,13,6/18/2016,Swing State,Mixed,ATL Classic 2016
3625,12,KOD,8,6/18/2016,Swing State,Mixed,ATL Classic 2016
3627,9,G-Unit,13,6/19/2016,Bucket,Mixed,ATL Classic 2016
3628,15,Bucket,6,6/19/2016,Orlando Friends,Mixed,ATL Classic 2016
3629,15,G-Unit,6,6/19/2016,KOD,Mixed,ATL Classic 2016
3630,13,Swing State,14,6/19/2016,Orlando Friends,Mixed,ATL Classic 2016
3631,10,Murmur,15,6/19/2016,G-Unit,Mixed,ATL Classic 2016
3632,1,KOD,0,6/19/2016,Orlando Friends,Mixed,ATL Classic 2016
3633,8,Murmur,15,6/19/2016,Swing State,Mixed,ATL Classic 2016
3634,8,Trash Pandas,14,6/19/2016,LoveShack,Mixed,ATL Classic 2016
3636,15,Trash Pandas,3,6/19/2016,k0d,Mixed,ATL Classic 2016
